vin,car_name,year,date,sale_price,times_viewed,body_type,transmission,variant,assured_buy,City,State,is_hot,rto,source,make,model,car_availability,total_owners,borker_quote,original_price,car_rating,ad_created_on,fitness_certificate,reserved,warranty_av
1HG265VK7019,chevorlet tahoe,2021,3/31/2021,54579,415,suv,dual,tahoe fwd lt,TRUE,New York,NY,TRUE,mh02,inperson_sale,chevrolet,tahoe,in_stock,2,53859,53859.6,great,3/31/2021 14:29:42,TRUE,FALSE,TRUE
1HG265VK7028,chevorlet tahoe,2021,3/16/2021,73589,420,suv,dual,tahoe fwd lt,TRUE,New York,NY,TRUE,mh01,inperson_sale,chevrolet,tahoe,in_stock,1,75759,75909,great,3/16/2021 9:25:17,TRUE,FALSE,TRUE
1HG265VK7257,chevorlet tahoe,2021,3/21/2021,81899,1389,suv,dual,tahoe fwd lt,TRUE,New York,NY,TRUE,mh47,inperson_sale,chevrolet,tahoe,in_stock,1,84393,84543.5,great,3/21/2021 11:52:21,TRUE,TRUE,TRUE
1HG265VK6898,chevorlet tahoe,2021,3/15/2021,58649,2508,suv,dual,tahoe fwd lt,TRUE,New York,NY,TRUE,mh04,inperson_sale,chevrolet,tahoe,in_stock,2,57523,57523.3,great,3/15/2021 19:28:24,TRUE,FALSE,TRUE
1HG265VK9611,chevorlet tahoe,2021,2/25/2021,78699,1056,suv,dual,tahoe awd ls,TRUE,Portland,OR,TRUE,hr26,inperson_sale,chevrolet,tahoe,in_stock,1,82934,83534.7,great,2/25/2021 9:09:13,TRUE,TRUE,TRUE
1HG265VK9589,chevorlet tahoe,2021,3/7/2021,58589,988,suv,dual,tahoe awd ls,TRUE,Portland,OR,TRUE,hr51,inperson_sale,chevrolet,tahoe,in_stock,1,56086,68098.4,great,3/7/2021 6:48:30,TRUE,FALSE,TRUE
1HG265VK9584,chevorlet tahoe,2021,3/17/2021,69539,621,suv,dual,tahoe awd ls,TRUE,Portland,OR,TRUE,hr51,inperson_sale,chevrolet,tahoe,in_stock,1,68225,82300.9,great,3/17/2021 12:49:49,TRUE,FALSE,FALSE
1HG265VK9620,chevorlet tahoe,2021,2/20/2021,44389,2549,suv,dual,tahoe fwd lt,TRUE,Portland,OR,TRUE,dl9c,inperson_sale,chevrolet,tahoe,in_stock,1,44486,45136,great,2/20/2021 8:27:39,TRUE,TRUE,FALSE
1HG265VK9616,chevorlet tahoe,2021,3/7/2021,39629,6292,suv,dual,tahoe fwd lt,TRUE,Portland,OR,TRUE,dl3c,inperson_sale,chevrolet,tahoe,in_stock,1,38062,38062.3,great,3/7/2021 13:44:13,TRUE,TRUE,FALSE
1HG265VK9890,chevorlet tahoe,2021,3/18/2021,88079,3460,suv,dual,tahoe awd ls,TRUE,Las Vegas,NV,TRUE,up32,inperson_sale,chevrolet,tahoe,in_stock,1,89887,89887.8,great,3/18/2021 15:10:47,TRUE,FALSE,TRUE
1HG265VK7904,chevorlet tahoe,2021,3/24/2021,26469,1903,suv,automatic,tahoe awd ls,TRUE,New Jersey,NJ,TRUE,mh14,inperson_sale,chevrolet,tahoe,in_stock,1,24858,24858.1,great,3/24/2021 5:11:39,TRUE,TRUE,TRUE
1HG265VK7747,chevorlet tahoe,2021,3/13/2021,82549,1182,suv,dual,tahoe awd ls,TRUE,New Jersey,NJ,TRUE,mh14,inperson_sale,chevrolet,tahoe,in_stock,1,80315,80315.1,great,3/13/2021 5:16:45,TRUE,FALSE,TRUE
1HG265VK7823,chevorlet tahoe,2021,2/11/2021,83609,1817,suv,dual,tahoe awd ls,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,84000,84150,great,2/11/2021 9:59:59,TRUE,TRUE,TRUE
1HG265VK7720,chevorlet tahoe,2021,4/7/2021,99309,1661,suv,automatic,tahoe awd ls,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,96711,96711.9,great,4/7/2021 13:07:45,TRUE,FALSE,TRUE
1HG265VK7609,chevorlet tahoe,2021,3/20/2021,29669,2070,suv,automatic,tahoe awd ls,TRUE,New Jersey,NJ,TRUE,mh14,inperson_sale,chevrolet,tahoe,in_stock,1,29433,29433.7,great,3/20/2021 5:09:34,TRUE,FALSE,TRUE
1HG265VK7466,chevorlet tahoe,2021,2/1/2021,90349,1844,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,89742,90359.9,great,2/1/2021 12:13:22,TRUE,FALSE,TRUE
1HG265VK7754,chevorlet tahoe,2021,3/15/2021,85179,932,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh17,inperson_sale,chevrolet,tahoe,in_stock,1,86000,86150,great,3/15/2021 5:28:41,TRUE,FALSE,TRUE
1HG265VK7531,chevorlet tahoe,2020,12/31/2020,70999,849,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,70390,84835.1,great,12/31/2020 9:41:59,TRUE,FALSE,TRUE
1HG265VK7724,chevorlet tahoe,2021,3/25/2021,75099,561,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh11,inperson_sale,chevrolet,tahoe,in_stock,1,79890,80040.9,great,3/25/2021 7:47:51,TRUE,FALSE,FALSE
1HG265VK7711,chevorlet tahoe,2021,4/30/2021,108857,2336,suv,dual,tahoe fwd lt,FALSE,New Jersey,NJ,TRUE,mh14,inperson_sale,chevrolet,tahoe,,1,107732,107732.6,great,4/30/2021 11:41:55,TRUE,FALSE,TRUE
1HG265VK7662,chevorlet tahoe,2021,3/21/2021,59329,2944,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,2,61973,62123.7,great,3/21/2021 9:38:33,TRUE,FALSE,TRUE
1HG265VK7686,chevorlet tahoe,2021,4/14/2021,72659,1364,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh14,inperson_sale,chevrolet,tahoe,in_stock,1,76046,75569.9,great,4/14/2021 4:27:23,TRUE,FALSE,TRUE
1HG265VK7564,chevorlet tahoe,2020,12/31/2020,61799,1962,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh14,inperson_sale,chevrolet,tahoe,in_stock,1,64519,64519,great,12/31/2020 7:46:33,TRUE,FALSE,TRUE
1HG265VK7682,chevorlet tahoe,2021,2/19/2021,52939,1524,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh48,inperson_sale,chevrolet,tahoe,in_stock,1,53705,52959.9,great,2/19/2021 13:27:01,TRUE,FALSE,TRUE
1HG265VK7873,chevorlet tahoe,2021,3/22/2021,47459,1423,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,2,49046,49196.5,great,3/22/2021 5:54:30,TRUE,TRUE,TRUE
1HG265VK7675,chevorlet tahoe,2021,3/19/2021,57669,1534,suv,dual,tahoe fwd lt,FALSE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,60401,60551.7,great,3/19/2021 5:33:50,TRUE,FALSE,TRUE
1HG265VK7529,chevorlet tahoe,2021,2/7/2021,82119,808,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,2,79900,79900,great,2/7/2021 13:36:55,TRUE,FALSE,TRUE
1HG265VK7577,chevorlet tahoe,2021,4/5/2021,73449,531,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,75450,75600.9,great,4/5/2021 11:56:04,TRUE,FALSE,TRUE
1HG265VK7486,chevorlet tahoe,2021,3/31/2021,77459,1446,suv,dual,tahoe fwd lt,TRUE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,79881,80031.8,great,3/31/2021 12:24:35,TRUE,FALSE,TRUE
1HG265VK7822,chevorlet tahoe,2021,3/27/2021,51589,1016,suv,dual,tahoe fwd lt,FALSE,New Jersey,NJ,TRUE,mh12,inperson_sale,chevrolet,tahoe,in_stock,1,51973,52123.6,great,3/27/2021 9:41:35,TRUE,TRUE,TRUE
1HG265VK7550,chevorlet tahoe,2021,3/11/2021,106605,4132,suv,dual,tahoe fwd lt,FALSE,New Jersey,NJ,TRUE,mh42,inperson_sale,chevrolet,tahoe,in_stock,1,111515,111665.7,great,3/11/2021 8:02:31,TRUE,FALSE,TRUE
1HG265VK5013,chevorlet tahoe,2021,4/4/2021,30959,1403,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,tahoe,in_transit,1,31177,31327.8,great,4/4/2021 7:03:30,TRUE,TRUE,TRUE
1HG265VK4460,chevorlet tahoe,2020,12/21/2020,26559,1308,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,tahoe,in_stock,1,25000,31284,great,12/21/2020 17:30:01,TRUE,FALSE,TRUE
1HG265VK4498,chevorlet tahoe,2021,4/3/2021,29749,822,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,tahoe,in_stock,1,27240,27240.1,great,4/3/2021 12:39:37,TRUE,FALSE,TRUE
1HG265VK4636,chevorlet tahoe,2021,4/10/2021,88459,516,suv,dual,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka41,inperson_sale,chevrolet,tahoe,in_stock,1,87955,87955.4,great,4/10/2021 12:26:22,TRUE,FALSE,TRUE
1HG265VK4799,chevorlet tahoe,2021,4/8/2021,27209,1579,suv,dual,tahoe awd ls,FALSE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,tahoe,in_stock,2,23269,23269,good,4/8/2021 8:33:55,TRUE,FALSE,TRUE
1HG265VK4528,chevorlet tahoe,2020,12/20/2020,90079,2134,suv,dual,tahoe awd ls,FALSE,Los Angelas,CA,TRUE,ka41,inperson_sale,chevrolet,tahoe,in_stock,1,87800,103448,great,12/20/2020 19:30:08,TRUE,FALSE,TRUE
1HG265VK5003,chevorlet tahoe,2021,1/30/2021,33409,2185,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,tahoe,in_stock,1,33985,34135.2,great,1/30/2021 12:28:01,TRUE,TRUE,TRUE
1HG265VK4390,chevorlet tahoe,2021,4/4/2021,33219,715,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,tahoe,in_stock,2,32086,32086,great,4/4/2021 8:34:54,TRUE,FALSE,TRUE
1HG265VK4926,chevorlet tahoe,2021,3/27/2021,88859,1007,suv,automatic,tahoe awd ls,FALSE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,1,93102,91889.9,great,3/27/2021 13:29:14,TRUE,FALSE,TRUE
1HG265VK4709,chevorlet tahoe,2021,3/7/2021,71759,928,suv,dual,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,1,73459,73609.1,great,3/7/2021 10:30:52,TRUE,FALSE,TRUE
1HG265VK5080,chevorlet tahoe,2021,2/28/2021,83539,1041,suv,dual,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,1,86478,86628.2,great,2/28/2021 7:01:02,TRUE,TRUE,TRUE
1HG265VK4198,chevorlet tahoe,2021,2/23/2021,25549,2330,suv,automatic,tahoe awd ls,FALSE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,1,25440,25559.9,great,2/23/2021 6:26:22,TRUE,FALSE,TRUE
1HG265VK4688,chevorlet tahoe,2021,3/17/2021,90959,1277,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,tahoe,in_stock,1,94646,94796.8,great,3/17/2021 9:08:17,TRUE,FALSE,TRUE
1HG265VK4746,chevorlet tahoe,2021,3/6/2021,88869,1247,suv,dual,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,tahoe,in_stock,1,92388,92538.8,great,3/6/2021 11:57:23,TRUE,FALSE,TRUE
1HG265VK4281,chevorlet tahoe,2021,3/1/2021,34959,992,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,tahoe,in_stock,1,32820,32820,great,3/1/2021 10:07:29,TRUE,FALSE,TRUE
1HG265VK4640,chevorlet tahoe,2021,3/29/2021,99409,1561,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,tahoe,in_transit,1,100598,100748,great,3/29/2021 11:22:43,TRUE,FALSE,TRUE
1HG265VK4952,chevorlet tahoe,2021,3/26/2021,105060,843,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,1,109195,109345.1,great,3/26/2021 5:58:13,TRUE,FALSE,TRUE
1HG265VK4980,chevorlet tahoe,2020,11/11/2020,68569,1000,suv,dual,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,tahoe,in_stock,1,70000,84378,great,11/11/2020 6:35:29,TRUE,FALSE,TRUE
1HG265VK4985,chevorlet tahoe,2021,3/7/2021,74979,1212,suv,dual,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,tahoe,in_stock,1,77317,77467,great,3/7/2021 5:40:10,TRUE,FALSE,TRUE
1HG265VK4589,chevorlet tahoe,2021,3/3/2021,91019,1785,suv,automatic,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,tahoe,in_stock,1,96069,96219.2,great,3/3/2021 8:07:04,TRUE,FALSE,TRUE
1HG265VK5167,chevorlet tahoe,2021,3/6/2021,77279,1118,suv,dual,tahoe awd ls,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,1,78487,78637,great,3/6/2021 10:14:36,TRUE,TRUE,TRUE
1HG265VK4942,chevorlet tahoe,2021,3/9/2021,56279,1732,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,tahoe,in_stock,1,55182,55182.8,great,3/9/2021 5:55:55,TRUE,FALSE,TRUE
1HG265VK4823,chevorlet tahoe,2020,11/13/2020,68099,1650,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,tahoe,in_stock,2,66593,66593.5,great,11/13/2020 5:18:05,TRUE,FALSE,TRUE
1HG265VK4580,chevorlet tahoe,2021,3/8/2021,89189,2767,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,tahoe,in_stock,1,93503,93653.5,great,3/8/2021 11:39:55,TRUE,FALSE,TRUE
1HG265VK5086,chevorlet tahoe,2021,3/19/2021,51119,2137,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,tahoe,in_stock,2,53600,53750,great,3/19/2021 6:11:00,TRUE,TRUE,TRUE
1HG265VK5041,chevorlet tahoe,2021,2/2/2021,64459,3338,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,dl3c,inperson_sale,chevrolet,tahoe,in_stock,1,64030,64680.9,great,2/2/2021 7:52:18,TRUE,TRUE,TRUE
1HG265VK4548,chevorlet tahoe,2020,12/13/2020,68499,1237,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,2,67811,67811.3,great,12/13/2020 0:00:10,TRUE,FALSE,FALSE
1HG265VK5066,chevorlet tahoe,2021,2/26/2021,78759,1535,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,tahoe,in_stock,1,81061,81211.6,great,2/26/2021 4:16:20,TRUE,TRUE,TRUE
1HG265VK5092,chevorlet tahoe,2021,3/22/2021,71019,1160,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,tahoe,in_stock,1,73917,74067.3,great,3/22/2021 12:26:52,TRUE,TRUE,TRUE
1HG265VK5125,chevorlet tahoe,2021,3/27/2021,68029,573,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka08,inperson_sale,chevrolet,tahoe,in_stock,1,66567,66567.8,great,3/27/2021 13:30:31,TRUE,TRUE,TRUE
1HG265VK4706,chevorlet tahoe,2021,2/25/2021,69939,639,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,tahoe,in_stock,1,71510,69949.9,great,2/25/2021 12:14:19,TRUE,FALSE,FALSE
1HG265VK4465,chevorlet tahoe,2021,4/12/2021,78689,923,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,tahoe,in_stock,1,80192,80342.3,great,4/12/2021 11:43:40,TRUE,FALSE,TRUE
1HG265VK5141,chevorlet tahoe,2021,2/10/2021,69959,923,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,tahoe,in_stock,1,71499,71649.4,great,2/10/2021 6:45:36,TRUE,TRUE,TRUE
1HG265VK4722,chevorlet tahoe,2021,4/12/2021,60129,756,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,tahoe,in_stock,2,56390,56390.9,great,4/12/2021 6:06:19,TRUE,FALSE,TRUE
1HG265VK4941,chevorlet tahoe,2021,3/9/2021,76419,548,suv,dual,tahoe fwd lt,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,tahoe,in_stock,1,74598,74598.6,great,3/9/2021 9:56:02,TRUE,FALSE,TRUE
1HG265VK3613,chevorlet tahoe,2020,11/4/2020,59309,755,suv,dual,tahoe awd ls,TRUE,Philadelphia,PA,TRUE,dl6c,inperson_sale,chevrolet,tahoe,in_stock,1,51991,65367.9,great,11/4/2020 10:48:15,TRUE,FALSE,TRUE
1HG265VK3797,chevorlet tahoe,2021,3/8/2021,80279,848,suv,automatic,tahoe awd ls,TRUE,Philadelphia,PA,TRUE,up16,inperson_sale,chevrolet,tahoe,in_stock,1,84427,102701.1,great,3/8/2021 7:17:19,TRUE,TRUE,TRUE
1HG265VK3736,chevorlet tahoe,2020,12/21/2020,78079,2814,suv,dual,tahoe awd ls,TRUE,Philadelphia,PA,TRUE,up14,inperson_sale,chevrolet,tahoe,in_stock,1,80599,98183.5,great,12/21/2020 10:28:37,TRUE,TRUE,TRUE
1HG265VK3730,chevorlet tahoe,2020,12/5/2020,73239,1186,suv,dual,tahoe awd ls,TRUE,Philadelphia,PA,TRUE,up14,inperson_sale,chevrolet,tahoe,in_stock,1,69900,86958,great,12/5/2020 18:30:06,TRUE,TRUE,TRUE
1HG265VK3794,chevorlet tahoe,2021,3/26/2021,52909,2387,suv,dual,tahoe fwd lt,TRUE,Philadelphia,PA,TRUE,up16,inperson_sale,chevrolet,tahoe,in_stock,1,52024,65506.4,great,3/26/2021 14:07:34,TRUE,TRUE,TRUE
1HG265VK3724,chevorlet tahoe,2021,3/5/2021,57419,1224,suv,dual,tahoe fwd lt,TRUE,Philadelphia,PA,TRUE,dl8c,inperson_sale,chevrolet,tahoe,in_stock,2,56600,56600.7,great,3/5/2021 13:18:06,TRUE,TRUE,TRUE
1HG265VK3691,chevorlet tahoe,2021,4/6/2021,44019,1085,suv,dual,tahoe fwd lt,TRUE,Philadelphia,PA,TRUE,up14,inperson_sale,chevrolet,tahoe,in_stock,1,38726,49379.3,good,4/6/2021 12:39:06,TRUE,FALSE,TRUE
1HG265VK3734,chevorlet tahoe,2021,2/20/2021,41959,2159,suv,dual,tahoe fwd lt,TRUE,Philadelphia,PA,TRUE,dl12,inperson_sale,chevrolet,tahoe,in_stock,1,40651,51051.1,great,2/20/2021 15:04:52,TRUE,TRUE,TRUE
1HG265VK3738,chevorlet tahoe,2020,12/3/2020,38059,2065,suv,dual,tahoe fwd lt,TRUE,Philadelphia,PA,TRUE,dl8c,inperson_sale,chevrolet,tahoe,in_stock,2,33810,43282.2,great,12/3/2020 22:30:03,TRUE,TRUE,TRUE
1HG265VK3803,chevorlet tahoe,2021,4/16/2021,44119,1392,suv,dual,tahoe fwd lt,TRUE,Philadelphia,PA,TRUE,up16,inperson_sale,chevrolet,tahoe,in_stock,1,40217,50629.1,great,4/16/2021 13:04:06,TRUE,TRUE,TRUE
1HG265VK3647,chevorlet tahoe,2021,3/27/2021,89719,6979,suv,automatic,tahoe fwd lt,TRUE,Philadelphia,PA,TRUE,dl6c,inperson_sale,chevrolet,tahoe,in_stock,1,91198,110591,great,3/27/2021 9:53:02,TRUE,FALSE,TRUE
1HG265VK5961,chevorlet tahoe,2021,3/6/2021,88699,889,suv,automatic,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl9c,inperson_sale,chevrolet,tahoe,in_stock,1,90050,90700.1,great,3/6/2021 14:08:24,TRUE,TRUE,TRUE
1HG265VK5443,chevorlet tahoe,2021,4/7/2021,79769,815,suv,dual,tahoe awd ls,FALSE,San Faransisco,CA,TRUE,hr35,inperson_sale,chevrolet,tahoe,in_stock,1,83708,84758.5,great,4/7/2021 12:37:12,TRUE,FALSE,TRUE
1HG265VK5430,chevorlet tahoe,2021,2/25/2021,61229,928,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,chevrolet,tahoe,in_stock,1,60740,61390.9,great,2/25/2021 9:34:32,TRUE,FALSE,FALSE
1HG265VK5379,chevorlet tahoe,2021,3/8/2021,80789,2056,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl9c,inperson_sale,chevrolet,tahoe,in_stock,1,83839,84489.8,great,3/8/2021 11:09:42,TRUE,FALSE,TRUE
1HG265VK5420,chevorlet tahoe,2021,4/1/2021,73629,762,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,up14,inperson_sale,chevrolet,tahoe,in_stock,1,74525,92507.1,great,4/1/2021 9:28:32,TRUE,FALSE,TRUE
1HG265VK5479,chevorlet tahoe,2021,2/26/2021,73899,1367,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl1c,inperson_sale,chevrolet,tahoe,in_stock,1,74474,74624.9,great,2/26/2021 7:52:57,TRUE,FALSE,TRUE
1HG265VK5728,chevorlet tahoe,2021,3/24/2021,69059,1112,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl8c,inperson_sale,chevrolet,tahoe,in_stock,2,70036,70686.9,great,3/24/2021 13:37:37,TRUE,FALSE,TRUE
1HG265VK5474,chevorlet tahoe,2021,2/11/2021,66899,1447,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,chevrolet,tahoe,in_stock,1,68300,67609.9,great,2/11/2021 6:32:38,TRUE,FALSE,TRUE
1HG265VK5501,chevorlet tahoe,2021,2/22/2021,61789,642,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl12,inperson_sale,chevrolet,tahoe,in_stock,1,64750,65400.7,great,2/22/2021 10:29:44,TRUE,FALSE,TRUE
1HG265VK5312,chevorlet tahoe,2021,3/15/2021,75699,1165,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl2c,inperson_sale,chevrolet,tahoe,in_stock,2,78647,79297.9,great,3/15/2021 13:06:20,TRUE,FALSE,TRUE
1HG265VK5333,chevorlet tahoe,2021,2/23/2021,65539,1031,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl6c,inperson_sale,chevrolet,tahoe,in_stock,2,68677,69327.5,great,2/23/2021 14:33:27,TRUE,FALSE,TRUE
1HG265VK6036,chevorlet tahoe,2021,4/14/2021,90759,874,suv,automatic,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,up14,inperson_sale,chevrolet,tahoe,in_transit,1,95036,95786.3,great,4/14/2021 8:28:19,TRUE,TRUE,TRUE
1HG265VK5363,chevorlet tahoe,2021,2/22/2021,63059,1573,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,chevrolet,tahoe,in_stock,1,61885,61885.4,great,2/22/2021 9:49:21,TRUE,FALSE,TRUE
1HG265VK5346,chevorlet tahoe,2020,11/19/2020,57229,3166,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,chevrolet,tahoe,in_stock,1,54958,68926.5,great,11/19/2020 19:00:04,TRUE,FALSE,TRUE
1HG265VK5836,chevorlet tahoe,2021,3/10/2021,81729,1175,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl8c,inperson_sale,chevrolet,tahoe,in_stock,1,85164,85814.8,great,3/10/2021 12:43:15,TRUE,TRUE,TRUE
1HG265VK5349,chevorlet tahoe,2021,4/9/2021,86939,271,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,hr51,inperson_sale,chevrolet,tahoe,in_stock,1,85248,85248.8,great,4/9/2021 10:28:00,TRUE,FALSE,TRUE
1HG265VK5385,chevorlet tahoe,2021,3/21/2021,68949,779,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl3c,inperson_sale,chevrolet,tahoe,in_stock,1,70692,71342.4,great,3/21/2021 13:00:58,TRUE,FALSE,TRUE
1HG265VK5359,chevorlet tahoe,2021,3/4/2021,75479,1275,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl8c,inperson_sale,chevrolet,tahoe,in_stock,1,78800,79450,great,3/4/2021 11:36:35,TRUE,FALSE,TRUE
1HG265VK5911,chevorlet tahoe,2021,3/16/2021,93749,1107,suv,automatic,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl9c,inperson_sale,chevrolet,tahoe,in_stock,1,98017,98667.2,great,3/16/2021 17:53:12,TRUE,TRUE,TRUE
1HG265VK5427,chevorlet tahoe,2021,4/1/2021,78599,2250,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl9c,inperson_sale,chevrolet,tahoe,in_stock,1,82053,82703.7,great,4/1/2021 17:41:33,TRUE,FALSE,TRUE
1HG265VK5329,chevorlet tahoe,2021,3/17/2021,60129,3491,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,hr26,inperson_sale,chevrolet,tahoe,in_stock,3,61084,61684.2,great,3/17/2021 5:39:48,TRUE,FALSE,TRUE
1HG265VK5292,chevorlet tahoe,2021,1/9/2021,66649,3335,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl12,inperson_sale,chevrolet,tahoe,in_stock,1,66800,83138,great,1/9/2021 9:31:07,TRUE,FALSE,TRUE
1HG265VK5460,chevorlet tahoe,2021,3/31/2021,62369,238,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,dl14,inperson_sale,chevrolet,tahoe,in_stock,1,63197,63847.5,great,3/31/2021 9:27:15,TRUE,FALSE,TRUE
1HG265VK5899,chevorlet tahoe,2021,3/30/2021,73159,972,suv,dual,tahoe awd ls,TRUE,San Faransisco,CA,TRUE,up16,inperson_sale,chevrolet,tahoe,in_stock,1,71411,88771,great,3/30/2021 9:50:08,TRUE,TRUE,FALSE
